Index,NAME,INCHIKEY,superclass,subclass,FORMULA,ExactMass,Dot,Cos,Dot_MI,Diff,Match,entropy,jaccard,TP,FP,FN,TN,TPR,missed in QCEIMS predicted spectra
235," 2,5-Dimethylphenol, TMS derivative",LRGBWSDGFQUTHX-UHFFFAOYSA-N,alcohol,aromatic, C11H18OSi,194.112692,"932,705","851,719","844,346","88,359","766,117","0,797","0,405",28,9,25,637,"0,823529412","0,471698113"
236," 3,5-Dimethylphenol, TMS derivative",XLZRFTUPZGLUER-UHFFFAOYSA-N,alcohol,aromatic, C11H18OSi,194.112692,"833,504","741,616","659,756","173,748","699,77","0,722","0,4",27,12,27,633,"0,692307692","0,5"
237," 2,6-Dimethylphenol, TMS derivative",MNBNTAKLVREHDB-UHFFFAOYSA-N,alcohol,aromatic, C11H18OSi,194.112692,"911,961","881,014","782,3","129,661","740,294","0,783","0,406",27,15,24,633,"0,692307692","0,470588235"
238," 2,4-Dimethylphenol, TMS derivative",RQIFPNBYDRMGRO-UHFFFAOYSA-N,alcohol,aromatic, C11H18OSi,194.112692,"821,658","742,989","757,411","64,247","663,577","0,695","0,215",15,30,5,649,"0,428571429","0,25"
239," 2-Ethylphenol, TMS derivative",PXDBQALVNNGXPM-UHFFFAOYSA-N,alcohol,aromatic, C11H18OSi,194.112692,"877,482","811,432","745,571","131,912","698,797","0,735","0,496",38,11,28,622,"0,974358974","0,424242424"
240," 3-Ethylphenol, TMS derivative",GQSYYTLWFYVLAE-UHFFFAOYSA-N,alcohol,aromatic, C11H18OSi,194.112692,"825,145","754,858","770,394","54,751","655,08","0,706","0,433",27,15,27,630,"0,642857143","0,5"
241," Picolinic acid, TMS derivative",MKGLHHAHWDNTEJ-UHFFFAOYSA-N,acid,aromatic, C9H13NO2Si,195.071555,"478,724","444,878","426,224","52,5","443,071","0,548","0,348",18,16,39,626,"0,327272727","0,684210526"
242," Isonicotinic Acid, TMS derivative",VQVREJHPRSVZBD-UHFFFAOYSA-N,acid,aromatic, C9H13NO2Si,195.071555,"604,054","418,081","394,67","209,384","536,393","0,599","0,407",16,10,17,656,"0,592592593","0,515151515"
243," Niacin, TMS derivative",PYFBRRMHOWLGJH-UHFFFAOYSA-N,acid,aromatic, C9H13NO2Si,195.071555,"509,595","396,448","523,572","13,977","468,725","0,529","0,333",17,11,16,655,"0,62962963","0,484848485"
244," Benzyloxyamine, TMS derivative",UJLJEUBYLOZEMP-UHFFFAOYSA-N,amines,aliphatic, C10H17NOSi,195.107941,"903,57","851,752","719,53","184,039","700,847","0,749","0,519",31,13,18,637,1,"0,367346939"
245," 4-Methoxyaniline, TMS derivative",HRBZTPXUQMFRNZ-UHFFFAOYSA-N,amines,aromatic, C10H17NOSi,195.107941,"811,799","638,059","742,57","69,23","661,332","0,695","0,417",26,13,39,621,"0,5","0,6"
246," 5-Amino-o-cresol, TMS derivative",VIMUUGAVLRRMPX-UHFFFAOYSA-N,alcohol,aromatic, C10H17NOSi,195.107941,"923,666","850,994","859,944","63,722","739,795","0,805","0,5",34,23,10,632,"1,03030303","0,227272727"
247," 2-Amino-4-methylphenol, TMS derivative",XPUDWGYIOSBXAR-UHFFFAOYSA-N,alcohol,aromatic, C10H17NOSi,195.107941,"897,908","719,554","849,029","48,88","710,072","0,718","0,466",30,20,24,625,"0,681818182","0,444444444"
248," Pyrazinoic acid, TMS derivative",FWFPACXFNBVQIP-UHFFFAOYSA-N,acid,aromatic, C8H12N2O2Si,196.066804,"602,176","483,244","475,779","126,397","522,257","0,599","0,384",16,15,20,648,"0,457142857","0,555555556"
249," Ethyl methylphosphonate, TMS derivative",BHDYDJPYRDAYAA-UHFFFAOYSA-N,alcohol,aliphatic, C6H17O3PSi,196.068458,"622,473","138,041","374,479","247,994","488,979","0,37","0,469",14,32,14,639,"0,304347826","0,5"
250," 3-Methylbenzenethiol, TMS derivative",SKKVUXTWPVWKRE-UHFFFAOYSA-N,thiols,aromatic, C10H16SSi,196.074198,"807,119","858,228","786,324","20,795","662,797","0,781","0,482",32,13,24,630,"0,864864865","0,428571429"
251," 2-Methylbenzenethiol, TMS derivative",UEULRLVZLDCRFT-UHFFFAOYSA-N,thiols,aromatic, C10H16SSi,196.074198,"867,313","890,216","666,485","200,827","674,557","0,799","0,571",29,29,19,622,"0,604166667","0,395833333"
252," 4-Methylbenzenethiol, TMS derivative",MVGNSLRLKOUKHV-UHFFFAOYSA-N,thiols,aromatic, C10H16SSi,196.074198,"822,64","876,402","671,427","151,214","667,115","0,793","0,543",29,25,22,623,"0,617021277","0,431372549"
253," Benzenemethanethiol, TMS derivative",OYAAGWGNCWJAHJ-UHFFFAOYSA-N,thiols,aliphatic, C10H16SSi,196.074198,"751,475","931,237","640,235","111,241","616,597","0,755","0,456",28,7,46,618,"0,528301887","0,621621622"
254," Guaiacol, TMS derivative",XUSIKNZBGJLXTJ-UHFFFAOYSA-N,alcohol,aromatic, C10H16O2Si,196.091956,"840,19","729,591","738,392","101,799","650,154","0,742","0,574",34,28,14,623,"0,80952381","0,291666667"
255," 4-Methoxyphenol, TMS derivative",TXFCNWLJGZXMHT-UHFFFAOYSA-N,alcohol,aromatic, C10H16O2Si,196.091956,"903,129","885,676","781,768","121,361","709,817","0,798","0,496",30,23,21,625,"0,681818182","0,411764706"
256," Orcinol, TMS derivative",ZOECTCXRAQEVEL-UHFFFAOYSA-N,alcohol,aromatic, C10H16O2Si,196.091956,"799,995","540,146","771,988","28,007","631,886","0,652","0,545",31,23,21,624,"0,704545455","0,403846154"
257," 3-Methoxyphenol, TMS derivative",NYDBBTZNZLWXEP-UHFFFAOYSA-N,alcohol,aromatic, C10H16O2Si,196.091956,"911,786","842,308","760,583","151,203","724,184","0,753","0,471",29,21,21,628,"0,69047619","0,42"
258," 1-Ethynylcyclohexanol, TMS derivative",KJDMMCYMVUTZSN-UHFFFAOYSA-N,alcohol,aliphatic, C11H20OSi,196.128342,"717,401","126,527","628,735","88,666","583,761","0,44","0,496",34,7,41,617,"0,708333333","0,546666667"
259," N,N-Dimethyl(1H-pyrrol-2-yl)methanamine, TMS derivative",YFIJADQEJWQKQZ-UHFFFAOYSA-N,amines,aromatic, C10H20N2Si,196.139575,"861,752","743,855","604,939","256,813","707,138","0,775","0,479",19,23,9,648,"0,59375","0,321428571"
260," 2-Isocyanocyclohexanol, TMS derivative",OOPCNPYDNWLOJY-UWVGGRQHSA-N,alcohol,aliphatic, C10H19NOSi,197.12359,"613,15","376,973","596,099","17,051","495,043","0,542","0,51",39,14,55,591,"0,565217391","0,585106383"
261," 3-Methyl-2-furoic acid, TMS derivative",ALOBZUFSYYJRDG-UHFFFAOYSA-N,acid,aromatic, C9H14O3Si,198.07122,"812,463","603,066","629,406","183,057","676,911","0,571","0,364",24,11,52,612,"0,380952381","0,684210526"
262," Maltol, TMS derivative",JAMVNVJEEYSRKJ-UHFFFAOYSA-N,alcohol,aromatic, C9H14O3Si,198.07122,"819,361","870,989","528,332","291,029","694,584","0,693","0,34",10,22,8,659,"0,333333333","0,444444444"
263," (2-Methyl-1-cyclohexenyl)methanol, TMS derivative",VOTFDOHJMIVEAW-UHFFFAOYSA-N,alcohol,aliphatic, C11H22OSi,198.143991,"308,325","208,16","297,587","10,738","328,455","0,463","0,412",24,15,29,631,"0,545454545","0,547169811"
264," 3-Quinuclidinol, TMS derivative",QYBKWHMRDRKMQN-UHFFFAOYSA-N,alcohol,aliphatic, C10H21NOSi,199.139241,"823,26","532,537","748,991","74,269","618,241","0,646","0,511",37,17,23,622,"0,925","0,383333333"
265," 2-Thiophenecarboxylic acid, TMS derivative",QWZYHXBREBIFEX-UHFFFAOYSA-N,acid,aromatic, C8H12O2SSi,200.032727,"809,367","289,423","747,331","62,036","583,143","0,494","0,32",23,15,17,644,"0,71875","0,425"
267," Cyclohexanecarboxylic acid, TMS derivative",PYJUBHQOZUNCIC-UHFFFAOYSA-N,acid,aliphatic, C10H20O2Si,200.123257,"742,013","595,675","698,257","43,757","599,913","0,657","0,58",27,18,16,638,"0,794117647","0,372093023"
268," 2-Heptenoic acid, (E)-, TMS derivative",QPKLNSFJIMVOON-CMDGGOBGSA-N,acid,aliphatic, C10H20O2Si,200.123257,"427,066","267,967","391,851","35,216","391,059","0,476","0,485",26,21,40,612,"0,426229508","0,606060606"
269," 2-Ethylcyclohexanol, TMS derivative",JCVADDHCOJPDFW-UHFFFAOYSA-N,alcohol,aliphatic, C11H24OSi,200.159642,"843,559","196,522","526,87","316,689","673,149","0,394","0,262",20,54,5,620,"0,338983051","0,2"
270," 3-Octen-2-ol, (E)-, TMS derivative",LUGKPZQRNXFBQZ-MDZDMXLPSA-N,alcohol,aliphatic, C11H24OSi,200.159642,"526,329","283,871","388,794","137,534","452,161","0,561","0,642",51,24,28,596,"0,980769231","0,35443038"
271," 3,4-Dimethylcyclohexanol, TMS derivative",OVDNBOAHVLIDPH-UHFFFAOYSA-N,alcohol,aliphatic, C11H24OSi,200.159642,"604,227","137,881","493,125","111,101","511,566","0,317","0,281",15,37,10,637,"0,319148936","0,4"
272," 2-Cyclohexylethanol, TMS derivative",FVLNTTAINSRHHH-UHFFFAOYSA-N,alcohol,aliphatic, C11H24OSi,200.159642,"587,694","438,475","609,974","22,279","479,07","0,691","0,67",47,17,13,622,"1,566666667","0,216666667"
273," 1-Cyclohexylethanol, TMS derivative",IZGUVSNDJWWEKH-UHFFFAOYSA-N,alcohol,aliphatic, C11H24OSi,200.159642,"302,15","195,976","396,514","94,364","347,13","0,491","0,664",28,41,5,625,"0,608695652","0,151515152"
274," 3-Octen-2-ol, TMS derivative",LUGKPZQRNXFBQZ-MDZDMXLPSA-N,alcohol,aliphatic, C11H24OSi,200.159642,"534,42","258,999","389,63","144,79","467,535","0,541","0,581",44,13,35,607,"0,916666667","0,443037975"
275," 2,6-Dimethylcyclohexanol, TMS derivative",HBCVVSRFLBUDQF-UHFFFAOYSA-N,alcohol,aliphatic, C11H24OSi,200.159642,"843,92","289,34","618,449","225,471","604,061","0,438","0,336",22,55,10,612,"0,338461538","0,3125"
276," 3,5-Dimethylcyclohexanol, TMS derivative",RNBPOOCUZHNIIM-UHFFFAOYSA-N,alcohol,aliphatic, C11H24OSi,200.159642,"679,2","188,845","703,728","24,528","563,619","0,302","0,204",17,52,3,627,"0,309090909","0,15"
277," Pyroglutamic acid, TMS derivative",HYNVOYNMQLZSIW-UHFFFAOYSA-N,acid,aliphatic, C8H15NO3Si,201.08212,"564,682","502,662","328,351","236,331","510,623","0,617","0,513",17,18,22,642,"0,425","0,564102564"
278," 3-Hydroxy-N,N-dimethylbut-3-enamide, TMS derivative",LYXIASLHPQEDIA-UHFFFAOYSA-N,alcohol,aliphatic, C9H19NO2Si,201.1185055,"802,201","566,762","647,42","154,781","591,623","0,682","0,69",40,20,18,621,"1,052631579","0,310344828"
279," Pipecolic acid, TMS derivative",FPPDHYMXBHTGOC-UHFFFAOYSA-N,acid,aliphatic, C9H19NO2Si,201.1185055,"597,969","834,631","247,673","350,296","539,605","0,717","0,5",17,26,10,646,"0,472222222","0,37037037"
281," 3-Methyl-2-oxovaleric acid, TMS derivative",FNUQJVOVBDOXMM-UHFFFAOYSA-N,acid,aliphatic, C9H18O3Si,202.102521,"398,486","817,856","182,834","215,652","403,709","0,651","0,485",15,19,12,653,"0,483870968","0,444444444"
282," 2-Ketoisocaproic acid, TMS derivative",MCPFMKJHOFUFFW-UHFFFAOYSA-N,acid,aliphatic, C9H18O3Si,202.102521,"383,151","745,561","268,635","114,516","391,74","0,623","0,465",18,15,26,640,"0,43902439","0,590909091"
283," Pantolactone, TMS derivative",FHABWLGAZORNTC-UHFFFAOYSA-N,alcohol,aliphatic, C9H18O3Si,202.102521,"521,482","241,399","420,08","101,401","447,438","0,444","0,412",23,43,16,617,"0,389830508","0,41025641"
284," Pantolactone, (3R)-, TMS derivative",FHABWLGAZORNTC-UHFFFAOYSA-N,alcohol,aliphatic, C9H18O3Si,202.102521,"475,422","234,927","423,619","51,804","421,626","0,436","0,424",25,41,14,619,"0,454545455","0,358974359"
285," 5-Oxohexanoic Acid, TMS derivative",PXSCQEMSXNKQJK-UHFFFAOYSA-N,acid,aliphatic, C9H18O3Si,202.102521,"644,269","396,594","663,653","19,384","524,56","0,533","0,514",34,17,34,614,"0,666666667","0,5"
286," Mevalonolactone, TMS derivative",CNPIMSSHNMVFPM-UHFFFAOYSA-N,alcohol,aliphatic, C9H18O3Si,202.102521,"430,515","225,973","595,607","165,093","388,345","0,413","0,414",29,30,20,620,"0,58","0,408163265"
287," 4-Methoxycyclohexanol, TMS derivative",FAEQDEFIXBHKCS-UHFFFAOYSA-N,alcohol,aliphatic, C10H22O2Si,202.1389065,"500,984","195,613","444,057","56,927","443,8","0,459","0,52",34,20,29,616,"0,693877551","0,46031746"
288," Heptanoic acid, TMS derivative",AMUGRUMFZAKWNM-UHFFFAOYSA-N,acid,aliphatic, C10H22O2Si,202.1389065,"558,66","449,741","498,689","59,971","490,472","0,539","0,579",32,16,22,629,"0,842105263","0,407407407"
289," 3-Octanol, TMS derivative",HQWIFKQXOMDUSA-UHFFFAOYSA-N,alcohol,aliphatic, C11H26OSi,202.175292,"296,094","147,387","297,707","1,612","304,176","0,406","0,657",25,39,11,624,"0,5","0,305555556"
290," 4-Octanol, TMS derivative",XCVKSFNSQFQOKZ-UHFFFAOYSA-N,alcohol,aliphatic, C11H26OSi,202.175292,"327,821","127,33","453,261","125,44","337,99","0,4","0,587",32,32,9,626,"0,780487805","0,219512195"
291," 2-Propyl-1-pentanol, TMS derivative",CVSOFTZNENSDEY-UHFFFAOYSA-N,alcohol,aliphatic, C11H26OSi,202.175292,"536,913","285,364","605,666","68,753","435,345","0,568","0,63",39,19,14,627,"1,181818182","0,264150943"
292," 2-Ethylhexanol, TMS derivative",PDACHFOTOFNHBT-UHFFFAOYSA-N,alcohol,aliphatic, C11H26OSi,202.175292,"485,854","308,192","558,838","72,983","433,004","0,586","0,683",39,21,12,627,"1,181818182","0,235294118"
293," 2,3,4-Trimethyl-1-pentanol, TMS derivative",OYLAQYGXLMTDHU-UHFFFAOYSA-N,alcohol,aliphatic, C11H26OSi,202.175292,"273,525","206,478","337,594","64,07","287,796","0,388","0,351",21,41,5,632,"0,456521739","0,192307692"
294," 2,4,4-Trimethyl-1-pentanol, TMS derivative",HKECHKXRABRTEY-UHFFFAOYSA-N,alcohol,aliphatic, C11H26OSi,202.175292,"461,144","407,355","597,441","136,297","409,707","0,625","0,641",41,24,7,627,"1,322580645","0,145833333"
295," 6-Methyl-2-heptanol, TMS derivative",JDWQDWFOHDRIBJ-UHFFFAOYSA-N,alcohol,aliphatic, C11H26OSi,202.175292,"344,022","160,24","492,758","148,735","351,916","0,456","0,63",27,36,4,632,"0,675","0,129032258"
296," 2-Octanol, TMS derivative",UHWVCRDNNJCGLG-UHFFFAOYSA-N,alcohol,aliphatic, C11H26OSi,202.175292,"408,327","186,925","441,338","33,011","408,155","0,461","0,682",30,29,7,633,"0,833333333","0,189189189"
297," 4-Methyl-3-heptanol, TMS derivative",CIIGCZLVUXJMBS-UHFFFAOYSA-N,alcohol,aliphatic, C11H26OSi,202.175292,"285,631","181,804","391,012","105,381","303,519","0,447","0,622",30,41,4,624,"0,666666667","0,117647059"
298," 1-Octanol, TMS derivative",CDGIKLPUDRGJQN-UHFFFAOYSA-N,alcohol,aliphatic, C11H26OSi,202.175292,"535,591","352,124","534,175","1,416","464,731","0,554","0,711",35,28,7,629,1,"0,166666667"
299," N-Propionylglycine, TMS derivative",VZQWBEVCRRFYSQ-UHFFFAOYSA-N,acid,aliphatic, C8H17NO3Si,203.09777,"353,5","727,121","332,598","20,902","347,617","0,657","0,581",31,14,25,629,"0,794871795","0,446428571"
300," 7-Methylindole, TMS derivative",FSBIHSWERZRMQS-UHFFFAOYSA-N,amines,aromatic, C12H17NSi,203.113026,"886,557","950,895","746,193","140,364","691,366","0,829","0,504",21,12,16,650,"0,75","0,432432432"
301," 2-Methylindole, TMS derivative",JXANEQMOCRACOH-UHFFFAOYSA-N,amines,aromatic, C12H17NSi,203.113026,"927,064","951,182","766,025","161,039","692,158","0,844","0,586",22,19,22,636,"0,536585366","0,5"
302," Skatole, TMS derivative",AGFKANSKNVQLCE-UHFFFAOYSA-N,amines,aromatic, C12H17NSi,203.113026,"952,242","872,39","717,98","234,262","734,301","0,848","0,579",25,6,36,632,"0,595238095","0,590163934"
303," 4-(Dimethylamino)butyric acid, TMS derivative",KJZDFZVSSPPMJJ-UHFFFAOYSA-N,acid,aliphatic, C9H21NO2Si,203.134155,"797,944","562,721","231,609","566,335","640,819","0,656","0,53",21,31,9,638,"0,525","0,3"
304," N-(2-Hydroxy-1,1-dimethylethyl)acetamide, TMS derivative",TZUJYMHRJMDMDK-UHFFFAOYSA-N,alcohol,aliphatic, C9H21NO2Si,203.134155,"391,156","320,112","337,757","53,399","377,899","0,484","0,6",26,27,15,631,"0,619047619","0,365853659"
305," L-Leucine, TMS derivative",JZGPZUIFYWMNKG-UHFFFAOYSA-N,acid,aliphatic, C9H21NO2Si,203.134155,"492,593","698,74","299,698","192,895","425,39","0,663","0,467",22,23,17,637,"0,55","0,435897436"
306," L-Isoleucine, TMS derivative",ZBVUZZNOZGCJIE-UHFFFAOYSA-N,acid,aliphatic, C9H21NO2Si,203.134155,"442,125","731,453","269,773","172,352","410,79","0,681","0,508",21,25,12,641,"0,567567568","0,363636364"
308," mono-Ethyl malonate, TMS derivative",PVXMKQLVICGFSI-UHFFFAOYSA-N,acid,aliphatic, C8H16O4Si,204.081785,"651,482","284,037","533,617","117,865","535,317","0,515","0,514",21,14,26,638,"0,525","0,553191489"
311," 4-Hydroxymethyl-3,3,4-trimethyl-1,2-dioxetane, TMS derivative",NTMFZGNKRDQHGZ-UHFFFAOYSA-N,alcohol,aliphatic, C9H20O3Si,204.118171,"245,059","321,158","215,876","29,183","305,565","0,522","0,392",21,31,8,639,"0,538461538","0,275862069"
312," 2-Hydroxyisocaproic acid, TMS derivative",XKPBWTJICWHTMG-UHFFFAOYSA-N,acid,aliphatic, C9H20O3Si,204.118171,"315,482","750,288","286,69","28,792","319,615","0,611","0,444",25,18,23,633,"0,609756098","0,479166667"
313," Butoxyacetic acid, TMS derivative",CJHRWEYJFZIMFP-UHFFFAOYSA-N,acid,aliphatic, C9H20O3Si,204.118171,"287,505","776,491","239,021","48,484","329,762","0,621","0,5",20,19,16,644,"0,571428571","0,444444444"
314," Ethyl 3-hydroxybutyrate, TMS derivative",FYIQYAPKCNKCON-UHFFFAOYSA-N,alcohol,aliphatic, C9H20O3Si,204.118171,"589,28","295,366","485,994","103,285","438,778","0,477","0,478",27,23,15,634,"0,710526316","0,357142857"
315," Butyl glycolate, TMS derivative",RTRBFGLZGQCQNI-UHFFFAOYSA-N,alcohol,aliphatic, C9H20O3Si,204.118171,"329,222","324,507","366,439","37,217","330,974","0,534","0,515",21,19,17,642,"0,583333333","0,447368421"
316," 6-Methoxyhexan-1-ol, TMS derivative",XZJYVPUPHBEQJJ-UHFFFAOYSA-N,alcohol,aliphatic, C10H24O2Si,204.154556,"397,279","303,984","473,341","76,062","366,823","0,487","0,473",36,25,13,625,"0,947368421","0,265306122"
317," 3-Methyl-5-methoxy-1-pentanol, TMS derivative",RTQCASZLPUBRCM-UHFFFAOYSA-N,alcohol,aliphatic, C10H24O2Si,204.154556,"199,765","404,612","300,863","101,098","273,681","0,553","0,545",40,20,25,614,"0,888888889","0,384615385"
318," 6-Methoxy-2-hexanol, TMS derivative",VSGUXTABKOXJDV-UHFFFAOYSA-N,alcohol,aliphatic, C10H24O2Si,204.154556,"167,204","360,143","116,957","50,247","215,856","0,547","0,547",29,26,13,631,"0,743589744","0,30952381"
319," 1-tert-Butoxy-2-propanol, TMS derivative",CQBXMOIKQDKIHK-UHFFFAOYSA-N,alcohol,aliphatic, C10H24O2Si,204.154556,"152,868","345,307","167,265","14,396","221,918","0,558","0,598",23,24,7,645,"0,741935484","0,233333333"
320," 1-Butoxy-2-propanol, TMS derivative",HLHPVNFVGSZSNJ-UHFFFAOYSA-N,alcohol,aliphatic, C10H24O2Si,204.154556,"252,042","173,765","357,891","105,849","302,921","0,462","0,693",24,31,5,639,"0,666666667","0,172413793"
321," Mandelonitrile, TMS derivative",DTAFQWDNWAXRLX-UHFFFAOYSA-N,alcohol,aliphatic, C11H15NOSi,205.092291,"676,313","339,022","625,091","51,222","561,621","0,568","0,458",18,17,13,651,"0,6","0,419354839"
322," Indol-5-ol, TMS derivative",ZLWCUPHSUGLGCP-UHFFFAOYSA-N,alcohol,aromatic, C11H15NOSi,205.092291,"892,948","708,86","732,971","159,977","724,326","0,712","0,516",38,14,31,616,"0,844444444","0,449275362"
323," Tranylcypromine, (E)-, TMS derivative",COFKMVMSINXIOK-UHFFFAOYSA-N,amines,aliphatic, C12H19NSi,205.128676,"925,36","910,5","768,019","157,341","748,818","0,824","0,594",38,11,26,624,"1,027027027","0,40625"
326," 2-(2-Methoxyethoxy)acetic acid, TMS derivative",LGHFBASOONDKME-UHFFFAOYSA-N,acid,aliphatic, C8H18O4Si,206.097436,"367,371","777,676","133,489","233,882","374,572","0,719","0,505",20,15,18,646,"0,606060606","0,473684211"
327," 6-Methylpurine, TMS derivative",PFNXZEOIISNLLZ-UHFFFAOYSA-N,amines,aromatic, C9H14N4Si,206.098773,"876,738","399,491","777,689","99,049","695,017","0,618","0,515",26,9,38,626,"0,553191489","0,59375"
328," Cinnamyl alcohol, TMS derivative",HUAIMAUDFCUWLH-JXMROGBWSA-N,alcohol,aliphatic, C12H18OSi,206.112692,"952,768","773,565","677,175","275,593","740,835","0,774","0,541",30,6,35,628,"0,731707317","0,538461538"
330," Carbitol, TMS derivative",JVADVWKGOWZIKS-UHFFFAOYSA-N,alcohol,aliphatic, C9H22O3Si,206.1338215,"433,687","355,676","303,09","130,597","397,037","0,554","0,52",27,24,7,641,"0,870967742","0,205882353"
331," Benzeneacetamide, TMS derivative",INSCXFROAQGNNH-UHFFFAOYSA-N,amides,aliphatic, C11H17NOSi,207.107941,"588,421","731,628","606,501","18,08","466,004","0,693","0,583",31,10,40,618,"0,62","0,563380282"
332," N-Ethylbenzylamine, TMS derivative",IVTNHFPTOGXRGQ-UHFFFAOYSA-N,amines,aliphatic, C12H21NSi,207.144326,"682,534","843,501","475,813","206,721","579,106","0,772","0,683",34,25,22,618,"0,723404255","0,392857143"
333," Amphetamine, TMS derivative",IGGUCRXZVNSOMJ-UHFFFAOYSA-N,amines,aliphatic, C12H21NSi,207.144326,"520,086","735,949","417,916","102,17","469,705","0,723","0,59",22,31,5,641,"0,611111111","0,185185185"
334," Benzeneacetic acid, TMS derivative",WWCXSUHALKENOU-UHFFFAOYSA-N,acid,aliphatic, C11H16O2Si,208.091956,"540,941","785,42","340,213","200,728","491,061","0,667","0,517",18,22,14,645,"0,5","0,4375"
335," o-Toluic acid, TMS derivative",QWDJSIANUZLFHV-UHFFFAOYSA-N,acid,aromatic, C11H16O2Si,208.091956,"853,448","812,062","730,278","123,169","678,185","0,764","0,5",23,11,24,641,"0,657142857","0,510638298"
336," p-Toluic acid, TMS derivative",GKODXEXJNJLBCA-UHFFFAOYSA-N,acid,aromatic, C11H16O2Si,208.091956,"662,425","576,304","586,764","75,661","555,918","0,634","0,453",23,15,15,646,"0,766666667","0,394736842"
337," m-Toluic acid, TMS derivative",MFPKMKJUNGWICD-UHFFFAOYSA-N,acid,aromatic, C11H16O2Si,208.091956,"681,999","534,257","608,076","73,923","563,447","0,635","0,529",15,17,9,658,"0,576923077","0,375"
339," 3'-Hydroxyacetophenone, TMS derivative",YJLBBILHUFBDFH-UHFFFAOYSA-N,alcohol,aromatic, C11H16O2Si,208.091956,"851,166","844,72","653,81","197,356","646,405","0,716","0,322",28,33,23,615,"0,5","0,450980392"
340," 4'-Hydroxyacetophenone, TMS derivative",HVSXQEUGLVLBLR-UHFFFAOYSA-N,alcohol,aromatic, C11H16O2Si,208.091956,"812,326","781,062","544,734","267,592","644,47","0,643","0,326",23,22,36,618,"0,396551724","0,610169492"
341," 3-Phenylpropanol, TMS derivative",MEDNPRTZTBYPTF-UHFFFAOYSA-N,alcohol,aliphatic, C12H20OSi,208.128342,"422,886","385,94","409,569","13,318","400,901","0,582","0,422",31,24,16,628,"0,775","0,340425532"
342," 2-Propylphenol, TMS derivative",KQELHBLUKMVNQV-UHFFFAOYSA-N,alcohol,aromatic, C12H20OSi,208.128342,"836,699","637,835","725,158","111,541","627,349","0,724","0,677",55,35,17,592,"1,057692308","0,236111111"
343," 4-Isopropylphenol, TMS derivative",XBIVPROGJPCZTA-UHFFFAOYSA-N,alcohol,aromatic, C12H20OSi,208.128342,"885,827","788,409","694,575","191,252","680,6","0,75","0,582",25,26,19,629,"0,555555556","0,431818182"
344," 2-Phenylisopropanol, TMS derivative",GQGPHQSOKCFRNK-UHFFFAOYSA-N,alcohol,aliphatic, C12H20OSi,208.128342,"532,486","207,869","478,207","54,279","478,953","0,466","0,473",29,10,39,621,"0,591836735","0,573529412"
345," N'-Phenylethylenediamine, TMS derivative",HMMILWSQQJGEGS-UHFFFAOYSA-N,amines,aliphatic, C11H20N2Si,208.139575,"666,427","592,279","318,456","347,971","530,828","0,62","0,347",31,35,9,624,"0,704545455","0,225"
346," Betahistine, TMS derivative",HMGNWIQKUIKKKB-UHFFFAOYSA-N,amines,aliphatic, C11H20N2Si,208.139575,"596,446","769,924","384,041","212,405","531,395","0,734","0,6",30,30,9,630,"0,769230769","0,230769231"
347," 3-Pyridineacetic acid, TMS derivative",PQFWNODPIQISKS-UHFFFAOYSA-N,acid,aliphatic, C10H15NO2Si,209.087205,"707,97","859,529","386,801","321,169","605,708","0,717","0,456",14,18,13,654,"0,451612903","0,481481481"
348," 4-Aminobenzoic acid, TMS derivative",MDQSUPKXGSRFOE-UHFFFAOYSA-N,acid,aromatic, C10H15NO2Si,209.087205,"772,997","719,796","711,599","61,399","650,577","0,667","0,473",18,10,18,653,"0,642857143","0,5"
349," Anthranilic acid, TMS derivative",MOZMGAUQUMAFBI-UHFFFAOYSA-N,acid,aromatic, C10H15NO2Si,209.087205,"804,347","617,107","529,499","274,848","660,721","0,651","0,529",19,18,34,628,"0,365384615","0,641509434"
350," 3-Aminobenzoic acid, TMS derivative",IHYHVRZFVWPOGA-UHFFFAOYSA-N,acid,aromatic, C10H15NO2Si,209.087205,"853,316","658,36","707,498","145,818","683,05","0,7","0,552",24,24,20,631,"0,545454545","0,454545455"
351," 6-Aminonicotinamide, TMS derivative",OVMKPNDCDTUJFK-UHFFFAOYSA-N,amides,aromatic, C9H15N3OSi,209.098438,"781,726","391,555","776,589","5,137","612,168","0,624","0,455",20,27,7,645,"0,588235294","0,259259259"
352," 2-Pyridinepropanol, TMS derivative",UWWVLUCFJFSINH-UHFFFAOYSA-N,alcohol,aliphatic, C11H19NOSi,209.12359,"586,165","397,276","355,617","230,548","498,263","0,626","0,649",29,49,4,617,"0,547169811","0,121212121"
353," 2-Phenoxyethylamine, TMS derivative",MRYWAIDSJPIBFY-UHFFFAOYSA-N,amines,aliphatic, C11H19NOSi,209.12359,"540,655","571,707","325,085","215,571","467,682","0,602","0,5",29,34,13,623,"0,617021277","0,30952381"
354," 2-Anilinoethanol, TMS derivative",PJYNWYCMEMNOIA-UHFFFAOYSA-N,alcohol,aliphatic, C11H19NOSi,209.12359,"787,537","383,521","402,194","385,342","569,597","0,478","0,223",19,44,7,629,"0,37254902","0,269230769"
355," 4-Methoxybenzylamine, TMS derivative",JDAFMRWWUIPRKI-UHFFFAOYSA-N,amines,aliphatic, C11H19NOSi,209.12359,"777,948","420,057","753,959","23,99","647,298","0,664","0,626",31,17,20,631,"0,837837838","0,392156863"
